"Date","Price","Open","High","Low","Vol.","Change %"
"2016-07-26","1.3188","1.3216","1.3246","1.3173","","-0.21%"
"2016-07-25","1.3216","1.3141","1.3244","1.3124","","0.69%"
"2016-07-22","1.3125","1.3087","1.3186","1.3053","","0.29%"
"2016-07-21","1.3087","1.3060","1.3104","1.3024","","0.22%"
"2016-07-20","1.3058","1.3020","1.3095","1.3011","","0.29%"
"2016-07-19","1.3020","1.2945","1.3055","1.2939","","0.58%"
"2016-07-18","1.2945","1.2947","1.3024","1.2925","","-0.20%"
"2016-07-15","1.2971","1.2895","1.2988","1.2860","","0.62%"
"2016-07-14","1.2891","1.2976","1.2988","1.2860","","-0.67%"
"2016-07-13","1.2978","1.3042","1.3084","1.2938","","-0.50%"
"2016-07-12","1.3043","1.3117","1.3133","1.2980","","-0.53%"
"2016-07-11","1.3113","1.3046","1.3140","1.3030","","0.53%"
"2016-07-08","1.3044","1.3002","1.3091","1.2986","","0.32%"
"2016-07-07","1.3003","1.2959","1.3022","1.2875","","0.32%"
"2016-07-06","1.2961","1.2980","1.3056","1.2944","","-0.15%"
"2016-07-05","1.2980","1.2845","1.3018","1.2841","","1.05%"
"2016-07-04","1.2845","1.2915","1.2923","1.2830","","-0.56%"
"2016-07-01","1.2917","1.2925","1.2976","1.2861","","-0.06%"
"2016-06-30","1.2925","1.2936","1.3017","1.2912","","-0.05%"
"2016-06-29","1.2931","1.3025","1.3043","1.2927","","-0.71%"
"2016-06-28","1.3023","1.3072","1.3109","1.2961","","-0.37%"
"2016-06-27","1.3072","1.2978","1.3121","1.2954","","0.51%"
"2016-06-24","1.3006","1.2768","1.3102","1.2720","","1.95%"
"2016-06-23","1.2757","1.2845","1.2849","1.2677","","-0.67%"
"2016-06-22","1.2843","1.2813","1.2853","1.2740","","0.20%"
"2016-06-21","1.2817","1.2806","1.2828","1.2760","","0.09%"
"2016-06-20","1.2805","1.2889","1.2893","1.2771","","-0.70%"
"2016-06-17","1.2895","1.2968","1.2970","1.2829","","-0.56%"
"2016-06-16","1.2968","1.2913","1.3087","1.2893","","0.43%"
"2016-06-15","1.2913","1.2873","1.2944","1.2824","","0.32%"
"2016-06-14","1.2872","1.2839","1.2874","1.2813","","0.29%"
"2016-06-13","1.2835","1.2779","1.2840","1.2749","","0.39%"
"2016-06-10","1.2785","1.2724","1.2785","1.2658","","0.50%"
"2016-06-09","1.2721","1.2693","1.2767","1.2668","","0.20%"
"2016-06-08","1.2695","1.2735","1.2762","1.2653","","-0.32%"
"2016-06-07","1.2736","1.2818","1.2839","1.2731","","-0.63%"
"2016-06-06","1.2817","1.2938","1.2984","1.2801","","-0.90%"
"2016-06-03","1.2934","1.3097","1.3108","1.2913","","-1.24%"
"2016-06-02","1.3097","1.3079","1.3145","1.3053","","0.15%"
"2016-06-01","1.3077","1.3094","1.3124","1.3042","","-0.13%"
"2016-05-31","1.3094","1.3052","1.3135","1.3014","","0.36%"
"2016-05-30","1.3047","1.3014","1.3095","1.3014","","0.22%"
"2016-05-27","1.3019","1.2979","1.3069","1.2966","","0.32%"
"2016-05-26","1.2978","1.3016","1.3040","1.2909","","-0.33%"
"2016-05-25","1.3021","1.3124","1.3135","1.3013","","-0.76%"
"2016-05-24","1.3121","1.3146","1.3190","1.3085","","-0.17%"
"2016-05-23","1.3143","1.3113","1.3175","1.3098","","0.23%"
"2016-05-20","1.3113","1.3094","1.3163","1.3075","","0.15%"
"2016-05-19","1.3094","1.3034","1.3155","1.3008","","0.46%"
"2016-05-18","1.3034","1.2907","1.3037","1.2892","","0.98%"
"2016-05-17","1.2907","1.2895","1.2956","1.2836","","0.09%"
"2016-05-16","1.2895","1.2925","1.2964","1.2873","","-0.36%"
"2016-05-13","1.2942","1.2845","1.2959","1.2832","","0.74%"
"2016-05-12","1.2847","1.2850","1.2880","1.2770","","-0.02%"
"2016-05-11","1.2850","1.2907","1.2943","1.2828","","-0.46%"
"2016-05-10","1.2910","1.2961","1.2980","1.2904","","-0.40%"
"2016-05-09","1.2962","1.2908","1.3015","1.2904","","0.41%"
"2016-05-06","1.2909","1.2853","1.2953","1.2833","","0.43%"
"2016-05-05","1.2854","1.2869","1.2877","1.2784","","-0.12%"
"2016-05-04","1.2869","1.2721","1.2887","1.2695","","1.16%"
"2016-05-03","1.2721","1.2529","1.2733","1.2460","","1.53%"
"2016-05-02","1.2529","1.2550","1.2564","1.2511","","-0.19%"
"2016-04-29","1.2553","1.2555","1.2589","1.2497","","0.01%"
"2016-04-28","1.2552","1.2598","1.2608","1.2513","","-0.37%"
"2016-04-27","1.2599","1.2604","1.2695","1.2571","","-0.04%"
"2016-04-26","1.2604","1.2679","1.2689","1.2594","","-0.59%"
"2016-04-25","1.2679","1.2675","1.2719","1.2651","","0.07%"
"2016-04-22","1.2670","1.2734","1.2760","1.2620","","-0.52%"
"2016-04-21","1.2736","1.2655","1.2751","1.2626","","0.64%"
"2016-04-20","1.2655","1.2668","1.2731","1.2592","","-0.10%"
"2016-04-19","1.2668","1.2782","1.2800","1.2630","","-0.89%"
"2016-04-18","1.2782","1.2940","1.2992","1.2776","","-0.31%"
"2016-04-15","1.2822","1.2847","1.2902","1.2797","","-0.18%"
"2016-04-14","1.2845","1.2812","1.2898","1.2780","","0.23%"
"2016-04-13","1.2816","1.2759","1.2828","1.2746","","0.43%"
"2016-04-12","1.2761","1.2896","1.2921","1.2748","","-1.06%"
"2016-04-11","1.2898","1.2984","1.3015","1.2883","","-0.69%"
"2016-04-08","1.2988","1.3147","1.3158","1.2950","","-1.19%"
"2016-04-07","1.3145","1.3089","1.3181","1.3016","","0.43%"
"2016-04-06","1.3089","1.3136","1.3188","1.3061","","-0.37%"
"2016-04-05","1.3137","1.3085","1.3219","1.3066","","0.38%"
"2016-04-04","1.3087","1.3012","1.3089","1.3000","","0.58%"
"2016-04-01","1.3011","1.3005","1.3148","1.2967","","0.05%"
"2016-03-31","1.3005","1.2965","1.3011","1.2854","","0.30%"
"2016-03-30","1.2966","1.3074","1.3082","1.2910","","-0.82%"
"2016-03-29","1.3073","1.3183","1.3217","1.3048","","-0.84%"
"2016-03-28","1.3184","1.3271","1.3286","1.3166","","-0.69%"
"2016-03-25","1.3275","1.3247","1.3286","1.3224","","0.21%"
"2016-03-24","1.3247","1.3204","1.3298","1.3199","","0.32%"
"2016-03-23","1.3205","1.3049","1.3220","1.3035","","1.22%"
"2016-03-22","1.3046","1.3100","1.3139","1.3026","","-0.43%"
"2016-03-21","1.3102","1.3003","1.3102","1.2994","","0.78%"
"2016-03-18","1.3001","1.2978","1.3045","1.2921","","0.21%"
"2016-03-17","1.2974","1.3095","1.3134","1.2943","","-0.95%"
"2016-03-16","1.3098","1.3356","1.3407","1.3092","","-1.92%"
"2016-03-15","1.3355","1.3260","1.3402","1.3256","","0.72%"
"2016-03-14","1.3260","1.3211","1.3309","1.3211","","0.39%"
"2016-03-11","1.3209","1.3346","1.3367","1.3165","","-1.03%"
"2016-03-10","1.3346","1.3250","1.3399","1.3230","","0.72%"
"2016-03-09","1.3251","1.3409","1.3447","1.3226","","-1.18%"
"2016-03-08","1.3409","1.3282","1.3427","1.3277","","0.98%"
"2016-03-07","1.3279","1.3315","1.3378","1.3261","","-0.27%"
"2016-03-04","1.3315","1.3405","1.3472","1.3311","","-0.64%"
"2016-03-03","1.3401","1.3417","1.3474","1.3369","","-0.12%"
"2016-03-02","1.3417","1.3408","1.3500","1.3404","","0.07%"
"2016-03-01","1.3408","1.3542","1.3554","1.3385","","-0.97%"
"2016-02-29","1.3540","1.3511","1.3589","1.3481","","0.21%"
"2016-02-26","1.3512","1.3531","1.3567","1.3504","","-0.14%"
"2016-02-25","1.3531","1.3699","1.3735","1.3514","","-1.25%"
"2016-02-24","1.3702","1.3793","1.3861","1.3676","","-0.67%"
"2016-02-23","1.3794","1.3702","1.3821","1.3691","","0.64%"
"2016-02-22","1.3706","1.3765","1.3794","1.3659","","-0.44%"
"2016-02-19","1.3767","1.3727","1.3847","1.3716","","0.31%"
"2016-02-18","1.3725","1.3672","1.3754","1.3651","","0.41%"
"2016-02-17","1.3669","1.3861","1.3900","1.3665","","-1.39%"
"2016-02-16","1.3861","1.3834","1.3912","1.3707","","0.19%"
"2016-02-15","1.3835","1.3852","1.3863","1.3797","","-0.09%"
"2016-02-12","1.3847","1.3938","1.3967","1.3811","","-0.63%"
"2016-02-11","1.3935","1.3925","1.4017","1.3881","","0.07%"
"2016-02-10","1.3925","1.3864","1.4000","1.3818","","0.43%"
"2016-02-09","1.3865","1.3925","1.3962","1.3785","","-0.43%"
"2016-02-08","1.3925","1.3910","1.3979","1.3840","","0.07%"
"2016-02-05","1.3915","1.3754","1.3920","1.3707","","1.18%"
"2016-02-04","1.3753","1.3778","1.3799","1.3637","","-0.20%"
"2016-02-03","1.3781","1.4057","1.4103","1.3756","","-1.94%"
"2016-02-02","1.4053","1.3948","1.4082","1.3937","","0.76%"
"2016-02-01","1.3947","1.3973","1.4063","1.3906","","-0.19%"
"2016-01-29","1.3973","1.4026","1.4111","1.3965","","-0.40%"
"2016-01-28","1.4029","1.4096","1.4124","1.3948","","-0.45%"
"2016-01-27","1.4093","1.4118","1.4158","1.4026","","-0.16%"
"2016-01-26","1.4116","1.4292","1.4327","1.4043","","-1.22%"
"2016-01-25","1.4291","1.4118","1.4295","1.4118","","1.23%"
"2016-01-22","1.4117","1.4267","1.4302","1.4113","","-1.02%"
"2016-01-21","1.4263","1.4502","1.4541","1.4227","","-1.67%"
"2016-01-20","1.4505","1.4582","1.4693","1.4474","","-0.51%"
"2016-01-19","1.4579","1.4560","1.4592","1.4430","","0.10%"
"2016-01-18","1.4564","1.4544","1.4654","1.4487","","0.17%"
"2016-01-15","1.4539","1.4365","1.4554","1.4341","","1.20%"
"2016-01-14","1.4366","1.4340","1.4399","1.4333","","0.17%"
"2016-01-13","1.4341","1.4261","1.4383","1.4186","","0.55%"
"2016-01-12","1.4263","1.4213","1.4316","1.4173","","0.33%"
"2016-01-11","1.4216","1.4169","1.4247","1.4064","","0.32%"
"2016-01-08","1.4170","1.4115","1.4180","1.4057","","0.38%"
"2016-01-07","1.4116","1.4074","1.4172","1.4049","","0.31%"
"2016-01-06","1.4073","1.3994","1.4109","1.3971","","0.55%"
"2016-01-05","1.3996","1.3950","1.4021","1.3895","","0.31%"
"2016-01-04","1.3953","1.3838","1.3985","1.3814","","0.75%"
"2016-01-01","1.3849","1.3840","1.3870","1.3836","","0.06%"
"2015-12-31","1.3841","1.3877","1.3905","1.3819","","-0.27%"
"2015-12-30","1.3879","1.3843","1.3928","1.3826","","0.27%"
"2015-12-29","1.3842","1.3904","1.3941","1.3814","","-0.46%"
"2015-12-28","1.3906","1.3815","1.3916","1.3815","","0.61%"
"2015-12-25","1.3822","1.3819","1.3842","1.3796","","0.03%"
"2015-12-24","1.3818","1.3847","1.3876","1.3815","","-0.21%"
"2015-12-23","1.3847","1.3920","1.3935","1.3832","","-0.52%"
"2015-12-22","1.3920","1.3959","1.3967","1.3914","","-0.27%"
"2015-12-21","1.3958","1.3937","1.3994","1.3912","","0.02%"
"2015-12-18","1.3955","1.3937","1.4001","1.3853","","0.13%"
"2015-12-17","1.3937","1.3777","1.3988","1.3775","","1.14%"
"2015-12-16","1.3780","1.3733","1.3850","1.3726","","0.36%"
"2015-12-15","1.3730","1.3734","1.3767","1.3671","","-0.03%"
"2015-12-14","1.3734","1.3748","1.3781","1.3675","","-0.16%"
"2015-12-11","1.3756","1.3626","1.3758","1.3620","","0.97%"
"2015-12-10","1.3624","1.3581","1.3642","1.3531","","0.35%"
"2015-12-09","1.3577","1.3586","1.3621","1.3515","","-0.05%"
"2015-12-08","1.3584","1.3498","1.3622","1.3495","","0.66%"
"2015-12-07","1.3495","1.3367","1.3525","1.3364","","0.99%"
"2015-12-04","1.3363","1.3354","1.3417","1.3314","","0.04%"
"2015-12-03","1.3357","1.3345","1.3401","1.3291","","0.10%"
"2015-12-02","1.3344","1.3354","1.3407","1.3310","","-0.10%"
"2015-12-01","1.3357","1.3366","1.3391","1.3309","","-0.04%"
"2015-11-30","1.3363","1.3365","1.3394","1.3308","","-0.06%"
"2015-11-27","1.3371","1.3293","1.3377","1.3287","","0.59%"
"2015-11-26","1.3293","1.3290","1.3326","1.3282","","0.05%"
"2015-11-25","1.3286","1.3303","1.3340","1.3278","","-0.13%"
"2015-11-24","1.3303","1.3362","1.3378","1.3283","","-0.46%"
"2015-11-23","1.3365","1.3337","1.3436","1.3325","","0.16%"
"2015-11-20","1.3343","1.3286","1.3357","1.3268","","0.46%"
"2015-11-19","1.3282","1.3303","1.3315","1.3244","","-0.13%"
"2015-11-18","1.3299","1.3319","1.3370","1.3296","","-0.15%"
"2015-11-17","1.3319","1.3328","1.3346","1.3295","","-0.09%"
"2015-11-16","1.3331","1.3323","1.3373","1.3291","","0.06%"
"2015-11-13","1.3323","1.3291","1.3350","1.3264","","0.24%"
"2015-11-12","1.3291","1.3260","1.3342","1.3222","","0.23%"
"2015-11-11","1.3261","1.3275","1.3285","1.3230","","-0.11%"
"2015-11-10","1.3276","1.3288","1.3299","1.3243","","-0.07%"
"2015-11-09","1.3285","1.3302","1.3311","1.3242","","-0.16%"
"2015-11-06","1.3306","1.3171","1.3317","1.3154","","1.06%"
"2015-11-05","1.3167","1.3147","1.3188","1.3138","","0.15%"
"2015-11-04","1.3147","1.3061","1.3193","1.3043","","0.67%"
"2015-11-03","1.3060","1.3095","1.3167","1.3036","","-0.27%"
"2015-11-02","1.3095","1.3077","1.3119","1.3065","","0.13%"
"2015-10-30","1.3078","1.3169","1.3193","1.3054","","-0.71%"
"2015-10-29","1.3172","1.3191","1.3240","1.3131","","-0.15%"
"2015-10-28","1.3192","1.3266","1.3281","1.3088","","-0.56%"
"2015-10-27","1.3266","1.3154","1.3274","1.3152","","0.86%"
"2015-10-26","1.3153","1.3164","1.3186","1.3120","","-0.09%"
"2015-10-23","1.3165","1.3091","1.3201","1.3041","","0.58%"
"2015-10-22","1.3089","1.3138","1.3161","1.3081","","-0.38%"
"2015-10-21","1.3139","1.2980","1.3144","1.2967","","1.24%"
"2015-10-20","1.2978","1.3020","1.3048","1.2933","","-0.31%"
"2015-10-19","1.3019","1.2914","1.3030","1.2899","","0.84%"
"2015-10-16","1.2910","1.2864","1.2942","1.2851","","0.35%"
"2015-10-15","1.2865","1.2936","1.2951","1.2830","","-0.55%"
"2015-10-14","1.2936","1.3034","1.3039","1.2908","","-0.79%"
"2015-10-13","1.3039","1.2999","1.3081","1.2954","","0.32%"
"2015-10-12","1.2997","1.2952","1.3013","1.2902","","0.41%"
"2015-10-09","1.2944","1.3018","1.3024","1.2900","","-0.57%"
"2015-10-08","1.3018","1.3058","1.3075","1.2978","","-0.31%"
"2015-10-07","1.3058","1.3035","1.3074","1.2973","","0.18%"
"2015-10-06","1.3035","1.3086","1.3137","1.3025","","-0.40%"
"2015-10-05","1.3087","1.3155","1.3176","1.3064","","-0.47%"
"2015-10-02","1.3149","1.3267","1.3270","1.3149","","-0.90%"
"2015-10-01","1.3268","1.3312","1.3333","1.3217","","-0.35%"
"2015-09-30","1.3315","1.3424","1.3433","1.3305","","-0.80%"
"2015-09-29","1.3422","1.3398","1.3457","1.3371","","0.17%"
"2015-09-28","1.3399","1.3333","1.3399","1.3316","","0.46%"
"2015-09-25","1.3337","1.3303","1.3356","1.3296","","0.27%"
"2015-09-24","1.3301","1.3321","1.3418","1.3289","","-0.14%"
"2015-09-23","1.3320","1.3274","1.3358","1.3232","","0.38%"
"2015-09-22","1.3270","1.3253","1.3299","1.3217","","0.11%"
"2015-09-21","1.3256","1.3205","1.3266","1.3174","","0.23%"
"2015-09-18","1.3226","1.3184","1.3232","1.3011","","0.33%"
"2015-09-17","1.3183","1.3170","1.3207","1.3071","","0.09%"
"2015-09-16","1.3171","1.3251","1.3262","1.3161","","-0.57%"
"2015-09-15","1.3247","1.3266","1.3274","1.3224","","-0.12%"
"2015-09-14","1.3263","1.3259","1.3282","1.3224","","0.01%"
"2015-09-11","1.3262","1.3251","1.3311","1.3213","","0.06%"
"2015-09-10","1.3254","1.3257","1.3289","1.3175","","-0.02%"
"2015-09-09","1.3257","1.3209","1.3262","1.3153","","0.38%"
"2015-09-08","1.3207","1.3310","1.3312","1.3184","","-0.75%"
"2015-09-07","1.3307","1.3274","1.3310","1.3243","","0.17%"
"2015-09-04","1.3284","1.3180","1.3291","1.3162","","0.82%"
"2015-09-03","1.3176","1.3270","1.3290","1.3135","","-0.68%"
"2015-09-02","1.3266","1.3260","1.3326","1.3199","","0.05%"
"2015-09-01","1.3260","1.3140","1.3262","1.3117","","0.94%"
"2015-08-31","1.3137","1.3201","1.3328","1.3115","","-0.48%"
"2015-08-28","1.3201","1.3197","1.3300","1.3165","","0.02%"
"2015-08-27","1.3199","1.3291","1.3306","1.3178","","-0.69%"
"2015-08-26","1.3291","1.3335","1.3350","1.3249","","-0.32%"
"2015-08-25","1.3333","1.3287","1.3354","1.3146","","0.33%"
"2015-08-24","1.3289","1.3186","1.3289","1.3159","","0.78%"
"2015-08-21","1.3186","1.3090","1.3189","1.3060","","0.73%"
"2015-08-20","1.3090","1.3127","1.3179","1.3059","","-0.30%"
"2015-08-19","1.3129","1.3060","1.3178","1.3022","","0.54%"
"2015-08-18","1.3059","1.3080","1.3128","1.3039","","-0.15%"
"2015-08-17","1.3079","1.3087","1.3154","1.3058","","-0.06%"
"2015-08-14","1.3087","1.3060","1.3098","1.3013","","0.22%"
"2015-08-13","1.3058","1.2974","1.3093","1.2957","","0.63%"
"2015-08-12","1.2976","1.3114","1.3157","1.2950","","-1.04%"
"2015-08-11","1.3113","1.3002","1.3153","1.2994","","0.86%"
"2015-08-10","1.3001","1.3131","1.3182","1.2990","","-0.97%"
"2015-08-07","1.3129","1.3108","1.3184","1.3049","","0.16%"
"2015-08-06","1.3108","1.3180","1.3199","1.3095","","-0.55%"
"2015-08-05","1.3180","1.3194","1.3215","1.3109","","-0.08%"
"2015-08-04","1.3191","1.3152","1.3202","1.3104","","0.29%"
"2015-08-03","1.3153","1.3096","1.3178","1.3079","","0.49%"
"2015-07-31","1.3089","1.2995","1.3095","1.2942","","0.68%"
"2015-07-30","1.3001","1.2944","1.3045","1.2940","","0.42%"
"2015-07-29","1.2946","1.2923","1.2969","1.2862","","0.19%"
"2015-07-28","1.2921","1.3038","1.3044","1.2910","","-0.90%"
"2015-07-27","1.3039","1.3035","1.3049","1.2978","","-0.08%"
"2015-07-24","1.3049","1.3035","1.3104","1.3013","","0.11%"
"2015-07-23","1.3035","1.3032","1.3048","1.2948","","0.01%"
"2015-07-22","1.3034","1.2950","1.3055","1.2935","","0.66%"
"2015-07-21","1.2948","1.2992","1.3015","1.2917","","-0.36%"
"2015-07-20","1.2995","1.2973","1.3027","1.2953","","0.19%"
"2015-07-17","1.2971","1.2953","1.3008","1.2945","","0.13%"
"2015-07-16","1.2954","1.2911","1.2971","1.2903","","0.31%"
"2015-07-15","1.2914","1.2728","1.2961","1.2722","","1.49%"
"2015-07-14","1.2724","1.2742","1.2807","1.2717","","-0.14%"
"2015-07-13","1.2742","1.2673","1.2792","1.2670","","0.66%"
"2015-07-10","1.2658","1.2706","1.2756","1.2655","","-0.38%"
"2015-07-09","1.2706","1.2747","1.2751","1.2665","","-0.32%"
"2015-07-08","1.2747","1.2707","1.2771","1.2687","","0.34%"
"2015-07-07","1.2704","1.2652","1.2780","1.2641","","0.42%"
"2015-07-06","1.2651","1.2570","1.2664","1.2561","","0.61%"
"2015-07-03","1.2574","1.2538","1.2604","1.2536","","0.29%"
"2015-07-02","1.2538","1.2590","1.2635","1.2537","","-0.41%"
"2015-07-01","1.2589","1.2495","1.2600","1.2474","","0.77%"
"2015-06-30","1.2493","1.2405","1.2501","1.2360","","0.73%"
"2015-06-29","1.2402","1.2343","1.2414","1.2304","","0.68%"
"2015-06-26","1.2318","1.2328","1.2398","1.2311","","-0.09%"
"2015-06-25","1.2329","1.2382","1.2400","1.2309","","-0.43%"
"2015-06-24","1.2382","1.2323","1.2422","1.2273","","0.44%"
"2015-06-23","1.2328","1.2311","1.2386","1.2308","","0.16%"
"2015-06-22","1.2308","1.2266","1.2329","1.2216","","0.34%"
"2015-06-19","1.2266","1.2222","1.2296","1.2212","","0.36%"
"2015-06-18","1.2222","1.2228","1.2252","1.2125","","-0.03%"
"2015-06-17","1.2226","1.2294","1.2336","1.2220","","-0.55%"
"2015-06-16","1.2294","1.2327","1.2348","1.2283","","-0.25%"
"2015-06-15","1.2325","1.2317","1.2361","1.2294","","0.02%"
"2015-06-12","1.2322","1.2289","1.2349","1.2275","","0.24%"
"2015-06-11","1.2292","1.2254","1.2355","1.2250","","0.31%"
"2015-06-10","1.2254","1.2338","1.2353","1.2201","","-0.68%"
"2015-06-09","1.2338","1.2412","1.2443","1.2306","","-0.58%"
"2015-06-08","1.2410","1.2439","1.2471","1.2380","","-0.23%"
"2015-06-05","1.2439","1.2504","1.2563","1.2426","","-0.52%"
"2015-06-04","1.2504","1.2452","1.2504","1.2433","","0.40%"
"2015-06-03","1.2454","1.2399","1.2510","1.2382","","0.43%"
"2015-06-02","1.2401","1.2521","1.2536","1.2365","","-0.97%"
"2015-06-01","1.2523","1.2441","1.2563","1.2437","","0.60%"
"2015-05-29","1.2448","1.2439","1.2529","1.2409","","0.10%"
"2015-05-28","1.2435","1.2452","1.2538","1.2418","","-0.14%"
"2015-05-27","1.2452","1.2433","1.2494","1.2393","","0.14%"
"2015-05-26","1.2434","1.2317","1.2449","1.2303","","1.00%"
"2015-05-25","1.2311","1.2284","1.2319","1.2275","","0.26%"
"2015-05-22","1.2279","1.2195","1.2324","1.2170","","0.66%"
"2015-05-21","1.2199","1.2207","1.2243","1.2168","","-0.07%"
"2015-05-20","1.2208","1.2232","1.2257","1.2167","","-0.20%"
"2015-05-19","1.2233","1.2161","1.2250","1.2127","","0.60%"
"2015-05-18","1.2160","1.2012","1.2172","1.1999","","1.23%"
"2015-05-15","1.2012","1.1984","1.2069","1.1978","","0.24%"
"2015-05-14","1.1983","1.1957","1.2008","1.1919","","0.22%"
"2015-05-13","1.1957","1.2016","1.2031","1.1928","","-0.49%"
"2015-05-12","1.2016","1.2105","1.2109","1.1976","","-0.73%"
"2015-05-11","1.2104","1.2077","1.2146","1.2062","","0.27%"
"2015-05-08","1.2071","1.2130","1.2148","1.2045","","-0.47%"
"2015-05-07","1.2128","1.2050","1.2165","1.2031","","0.68%"
"2015-05-06","1.2046","1.2071","1.2090","1.1941","","-0.17%"
"2015-05-05","1.2066","1.2097","1.2133","1.2001","","-0.25%"
"2015-05-04","1.2096","1.2157","1.2182","1.2085","","-0.52%"
"2015-05-01","1.2159","1.2077","1.2205","1.2060","","0.68%"
"2015-04-30","1.2077","1.2018","1.2132","1.1995","","0.47%"
"2015-04-29","1.2020","1.2035","1.2075","1.1944","","-0.12%"
"2015-04-28","1.2035","1.2085","1.2119","1.2012","","-0.42%"
"2015-04-27","1.2086","1.2182","1.2196","1.2079","","-0.77%"
"2015-04-24","1.2180","1.2140","1.2188","1.2100","","0.29%"
"2015-04-23","1.2145","1.2239","1.2271","1.2120","","-0.75%"
"2015-04-22","1.2237","1.2281","1.2287","1.2208","","-0.36%"
"2015-04-21","1.2281","1.2220","1.2306","1.2210","","0.47%"
"2015-04-20","1.2223","1.2222","1.2261","1.2180","","-0.22%"
"2015-04-17","1.2250","1.2188","1.2273","1.2087","","0.52%"
"2015-04-16","1.2187","1.2289","1.2329","1.2141","","-0.82%"
"2015-04-15","1.2288","1.2486","1.2571","1.2280","","-1.58%"
"2015-04-14","1.2485","1.2597","1.2605","1.2443","","-0.87%"
"2015-04-13","1.2595","1.2576","1.2647","1.2556","","0.26%"
"2015-04-10","1.2562","1.2577","1.2669","1.2562","","-0.14%"
"2015-04-09","1.2580","1.2548","1.2615","1.2506","","0.29%"
"2015-04-08","1.2543","1.2504","1.2560","1.2386","","0.30%"
"2015-04-07","1.2506","1.2481","1.2523","1.2454","","0.22%"
"2015-04-06","1.2479","1.2452","1.2507","1.2435","","-0.04%"
"2015-04-03","1.2484","1.2559","1.2576","1.2428","","-0.58%"
"2015-04-02","1.2557","1.2618","1.2656","1.2555","","-0.51%"
"2015-04-01","1.2621","1.2684","1.2711","1.2574","","-0.52%"
"2015-03-31","1.2687","1.2675","1.2784","1.2649","","0.09%"
"2015-03-30","1.2675","1.2599","1.2707","1.2593","","0.52%"
"2015-03-27","1.2610","1.2480","1.2623","1.2465","","1.02%"
"2015-03-26","1.2483","1.2522","1.2533","1.2408","","-0.26%"
"2015-03-25","1.2516","1.2493","1.2541","1.2473","","0.18%"
"2015-03-24","1.2494","1.2525","1.2549","1.2429","","-0.23%"
"2015-03-23","1.2523","1.2555","1.2616","1.2494","","-0.22%"
"2015-03-20","1.2551","1.2719","1.2727","1.2549","","-1.32%"
"2015-03-19","1.2719","1.2565","1.2760","1.2508","","1.22%"
"2015-03-18","1.2566","1.2792","1.2836","1.2477","","-1.74%"
"2015-03-17","1.2788","1.2772","1.2797","1.2748","","0.12%"
"2015-03-16","1.2773","1.2773","1.2818","1.2733","","-0.09%"
"2015-03-13","1.2784","1.2683","1.2824","1.2681","","0.78%"
"2015-03-12","1.2685","1.2748","1.2769","1.2618","","-0.53%"
"2015-03-11","1.2752","1.2690","1.2799","1.2664","","0.50%"
"2015-03-10","1.2689","1.2603","1.2692","1.2599","","0.68%"
"2015-03-09","1.2603","1.2623","1.2628","1.2574","","-0.15%"
"2015-03-06","1.2622","1.2487","1.2629","1.2456","","1.10%"
"2015-03-05","1.2485","1.2428","1.2519","1.2407","","0.46%"
"2015-03-04","1.2428","1.2499","1.2541","1.2407","","-0.54%"
"2015-03-03","1.2496","1.2534","1.2545","1.2431","","-0.32%"
"2015-03-02","1.2536","1.2479","1.2565","1.2473","","0.22%"
"2015-02-27","1.2508","1.2515","1.2531","1.2448","","-0.06%"
"2015-02-26","1.2515","1.2436","1.2536","1.2385","","0.64%"
"2015-02-25","1.2436","1.2488","1.2499","1.2400","","-0.38%"
"2015-02-24","1.2483","1.2570","1.2665","1.2478","","-0.72%"
"2015-02-23","1.2573","1.2529","1.2626","1.2521","","0.36%"
"2015-02-20","1.2528","1.2495","1.2566","1.2420","","0.26%"
"2015-02-19","1.2496","1.2456","1.2548","1.2433","","0.32%"
"2015-02-18","1.2456","1.2390","1.2466","1.2378","","0.54%"
"2015-02-17","1.2389","1.2467","1.2480","1.2361","","-0.62%"
"2015-02-16","1.2466","1.2446","1.2490","1.2419","","0.14%"
"2015-02-13","1.2449","1.2510","1.2538","1.2420","","-0.46%"
"2015-02-12","1.2506","1.2633","1.2648","1.2439","","-1.01%"
"2015-02-11","1.2633","1.2588","1.2700","1.2571","","0.37%"
"2015-02-10","1.2587","1.2464","1.2624","1.2447","","0.95%"
"2015-02-09","1.2468","1.2536","1.2546","1.2426","","-0.46%"
"2015-02-06","1.2525","1.2435","1.2548","1.2416","","0.72%"
"2015-02-05","1.2435","1.2576","1.2586","1.2391","","-1.11%"
"2015-02-04","1.2574","1.2414","1.2591","1.2388","","1.27%"
"2015-02-03","1.2416","1.2561","1.2643","1.2351","","-1.20%"
"2015-02-02","1.2567","1.2731","1.2772","1.2553","","-1.30%"
"2015-01-30","1.2732","1.2616","1.2799","1.2604","","0.90%"
"2015-01-29","1.2618","1.2538","1.2679","1.2508","","0.65%"
"2015-01-28","1.2537","1.2397","1.2539","1.2386","","1.11%"
"2015-01-27","1.2399","1.2473","1.2500","1.2376","","-0.61%"
"2015-01-26","1.2475","1.2444","1.2492","1.2403","","0.44%"
"2015-01-23","1.2420","1.2380","1.2456","1.2357","","0.32%"
"2015-01-22","1.2380","1.2340","1.2420","1.2311","","0.32%"
